Date,Open,High,Low,Close,Adj Close,Volume
01-12-2022,63100,63200,62300,62600,61852.85547,16631445
02-12-2022,62500,62500,60400,60400,59679.11328,15331184
05-12-2022,60900,61100,60000,60300,59580.30859,13767787
06-12-2022,59800,60100,59200,59200,58493.43359,13888300
07-12-2022,58800,59600,58500,58900,58197.01172,12100662
08-12-2022,58700,59200,58600,59200,58493.43359,12986815
09-12-2022,59300,60600,59300,60400,59679.11328,10529632
12-12-2022,59900,60000,59400,59500,58789.85547,9036472
13-12-2022,59600,60300,59400,59700,58987.46875,9040873
14-12-2022,59800,60600,59800,60500,59777.91797,8207485
15-12-2022,59800,60200,59300,59300,58592.24219,8716039
16-12-2022,58300,59500,58300,59500,58789.85547,13033596
19-12-2022,59500,59900,59100,59500,58789.85547,7696187
20-12-2022,59000,59100,58500,58600,57900.59766,9284761
21-12-2022,58700,59100,58000,58000,57307.75781,10356971
22-12-2022,58100,59100,58100,59100,58394.62891,10720630
23-12-2022,58200,58400,57700,58100,57406.5625,9829407
26-12-2022,58000,58100,57700,57900,57208.94922,6756411
27-12-2022,58000,58400,57900,58100,57406.5625,10667027
28-12-2022,57600,57600,56400,56600,56274.12109,14665410
29-12-2022,56000,56200,55300,55300,54981.60547,11295935
02-01-2023,55500,56100,55200,55500,55180.45313,10031448
03-01-2023,55400,56000,54500,55400,55081.03125,13547030
04-01-2023,55700,58000,55600,57800,57467.21094,20188071
05-01-2023,58200,58800,57600,58200,57864.91016,15682826
06-01-2023,58300,59400,57900,59000,58660.30469,17334989
09-01-2023,59700,60700,59600,60700,60350.51563,18640107
10-01-2023,60200,61100,59900,60400,60052.24219,14859797
11-01-2023,61000,61200,60300,60500,60151.66797,12310751
12-01-2023,61100,61200,59900,60500,60151.66797,16102561
13-01-2023,60500,61200,60400,60800,60449.94141,12510328
16-01-2023,61300,61600,60800,61100,60748.21094,10039972
17-01-2023,61200,61500,60600,61000,60648.78906,9831456
18-01-2023,60700,61000,59900,60400,60052.24219,11584041
19-01-2023,60500,61500,60400,61500,61145.91016,12808490
20-01-2023,62100,62300,61100,61800,61444.18359,9646327
25-01-2023,63500,63700,63000,63300,62935.54688,39217
26-01-2023,63800,63900,63300,63800,63432.66797,54188
27-01-2023,64400,65000,63900,64600,64228.0625,44282
30-01-2023,64900,64900,63100,63300,62935.54688,59628
31-01-2023,63500,63700,61000,61400,61046.48438,163847
01-02-2023,62600,62700,61000,61000,60648.78906,98585
02-02-2023,63200,63900,62600,63500,63134.39453,65992
03-02-2023,63900,64000,63000,63500,63134.39453,47567
06-02-2023,62800,63000,61600,61600,61245.33203,144104
07-02-2023,61900,62500,61600,62000,61643.03125,32873
08-02-2023,62800,63300,62400,63100,62736.69922,42558
09-02-2023,63000,63300,62300,63300,62935.54688,48035
10-02-2023,62600,63000,62400,62900,62537.84766,44786
13-02-2023,62900,63000,62300,62900,62537.84766,59395
14-02-2023,63600,63900,63200,63200,62836.12109,70606
15-02-2023,63900,63900,62000,62200,61841.87891,58370
16-02-2023,62500,63700,62400,63700,63333.24219,41448
17-02-2023,62900,63300,62400,62600,62239.57422,28613
20-02-2023,62900,63000,61800,62700,62339,29846
21-02-2023,62700,62800,62000,62100,61742.45313,60971
22-02-2023,61500,61800,61000,61100,60748.21094,39178
23-02-2023,61700,62500,61500,62000,61643.03125,37145
24-02-2023,62300,62600,61300,61300,60947.0625,50792
27-02-2023,60800,60800,60200,60500,60151.66797,11155697
28-02-2023,60800,61400,60500,60600,60251.08984,13715861
02-03-2023,60900,61800,60500,60800,60449.94141,13095682
03-03-2023,61000,61200,60500,60500,60151.66797,10711405
06-03-2023,61100,61600,60800,61500,61145.91016,13630602
07-03-2023,61400,61400,60700,60700,60350.51563,11473280
08-03-2023,60100,60500,59900,60300,59952.82031,14161857
09-03-2023,60500,60800,59900,60100,59753.96875,14334499
10-03-2023,59500,59700,59100,59500,59157.42578,11902471
13-03-2023,59900,60200,59300,60000,59654.54688,12779724
14-03-2023,59400,59500,59000,59000,58660.30469,12147346
15-03-2023,60000,60300,59600,59800,59455.69922,10482149
16-03-2023,59200,60200,59100,59900,59555.12109,10611939
17-03-2023,60800,61300,60600,61300,60947.0625,14090110
20-03-2023,61100,61200,60200,60200,59853.39453,9618009
21-03-2023,60500,60700,60100,60300,59952.82031,8318514
22-03-2023,61000,61200,60500,61100,60748.21094,8978591
23-03-2023,60600,62300,60600,62300,61941.30469,15381057
24-03-2023,62700,63300,62300,63000,62637.27344,18278602
27-03-2023,62600,62800,62000,62100,61742.45313,11039331
28-03-2023,62400,62900,62100,62900,62537.84766,11614118
29-03-2023,62500,62700,62200,62700,62339,11216008
30-03-2023,63700,63700,63100,63200,63200,15684377
31-03-2023,64000,64000,63700,64000,64000,14094479
03-04-2023,64000,64000,63000,63100,63100,11973133
04-04-2023,63400,63800,62800,63600,63600,11120514
05-04-2023,63700,64000,63400,63900,63900,9176149
06-04-2023,63500,63600,62300,62300,62300,14992747
07-04-2023,63800,65200,63800,65000,65000,27476120
10-04-2023,64800,66300,64700,65700,65700,18777166
11-04-2023,66200,66200,65400,65900,65900,16323183
12-04-2023,65800,66200,65300,66000,66000,15021313
13-04-2023,65600,66100,65400,66100,66100,15091022
14-04-2023,66600,66600,65000,65100,65100,16176490
17-04-2023,65000,65600,64700,65300,65300,13486618
18-04-2023,65900,66000,64800,65600,65600,14802060
19-04-2023,65500,65800,65300,65500,65500,10255985
20-04-2023,65100,65300,64600,65300,65300,9501169
21-04-2023,65800,65900,65400,65700,65700,10538622
24-04-2023,65300,65700,64800,65200,65200,12986581
25-04-2023,65300,65400,63400,63600,63600,16193271
26-04-2023,63600,64300,63300,64100,64100,12664541
27-04-2023,64100,65000,63300,64600,64600,14779601
28-04-2023,65200,65900,65000,65500,65500,19699481
02-05-2023,66000,66300,65100,65700,65700,14396948
03-05-2023,65100,65600,64900,65400,65400,8876749
04-05-2023,65600,65700,64700,65100,65100,9791064
08-05-2023,66300,66300,65400,65900,65900,9405365
09-05-2023,65800,65800,65100,65300,65300,9366861
10-05-2023,65500,65500,64300,64600,64600,13057727
11-05-2023,64700,65100,64200,64200,64200,11648905
12-05-2023,63700,64600,63600,64100,64100,8693913
15-05-2023,64100,64600,63900,64500,64500,8172021
16-05-2023,65800,65900,65300,65400,65400,12334657
17-05-2023,65900,65900,64800,65000,65000,10745504
18-05-2023,66000,66200,65700,66200,66200,14431704
19-05-2023,67800,68400,67500,68400,68400,20349345
22-05-2023,68400,69000,68000,68500,68500,14470308
23-05-2023,68500,68700,68100,68400,68400,8561643
24-05-2023,68100,68700,68000,68500,68500,8192896
25-05-2023,69900,70000,68700,68800,68800,14231160
26-05-2023,69800,70400,69500,70300,70300,19549511
30-05-2023,71300,72300,71200,72300,72300,27476897
31-05-2023,72400,72500,71000,71400,71400,25666087
01-06-2023,70900,71600,70600,70900,70900,14669296
02-06-2023,71700,72200,71600,72200,72200,12161798
05-06-2023,72700,72700,71400,71700,71700,12686829
07-06-2023,71300,71600,70800,71000,71000,14796613
08-06-2023,70400,70900,70000,70900,70900,19165568
09-06-2023,71100,72300,70800,72000,72000,15050209
12-06-2023,72100,72400,70800,71000,71000,12064287
13-06-2023,71700,72200,71600,72000,72000,13227285
14-06-2023,72100,72200,71100,71900,71900,12541046
15-06-2023,72100,72300,71300,71500,71500,13614994
16-06-2023,71800,71900,70900,71800,71800,15373696
19-06-2023,71300,71700,70900,71200,71200,11100887
20-06-2023,70700,71400,70400,71400,71400,11557883
21-06-2023,70700,71200,70400,70500,70500,10626603
22-06-2023,70200,71500,70100,71300,71300,11411007
23-06-2023,72000,72200,71600,71600,71600,12329484
26-06-2023,71700,72500,71500,72400,72400,10541901
27-06-2023,72500,72600,72000,72600,72600,9442997
28-06-2023,72600,72700,72000,72700,72700,8783093
29-06-2023,73100,73400,72400,72400,72400,12229967
30-06-2023,72500,72700,71700,72200,72200,11694765
